payslip_id,end,employee_code,code,amount,ote_type,date,year,quarter
f7efc945-e475-4780-ab66-0c6eeb131036,2018-09-23,50015418,1 - Normal,3777.75,1,2018-09-23,2018,3
f7efc945-e475-4780-ab66-0c6eeb131036,2018-09-23,50015418,11 - Sck/Pers,444.44,11,2018-09-23,2018,3
9ddc6821-f37b-43bf-9320-f900502bdc56,2019-11-17,50015418,1 - Normal,4348.88,1,2019-11-17,2019,4
9736c705-ee59-446f-91fe-94ac6b7fff58,2019-03-24,2355,1 - Normal,4143.52,1,2019-03-24,2019,1
e87f68ba-4800-4392-a6cb-c73a41664e93,2019-03-24,50015418,1 - Normal,4222.2,1,2019-03-24,2019,1
413487c0-7ec2-457e-b3bb-cc308cea9be6,2017-08-13,1155,1 - Normal,4019.23,1,2017-08-13,2017,3
f6db70b3-3cb4-4571-af1c-bdb8352afefe,2017-08-13,1963,1 - Normal,3467.59,1,2017-08-13,2017,3
0158fc92-1c8a-4d9e-b17b-a270b76769d6,2017-08-13,2355,1 - Normal,3953.52,1,2017-08-13,2017,3
c62aa728-1609-49bb-999f-9a6486a577a8,2017-08-13,50015418,1 - Normal,3685.63,1,2017-08-13,2017,3
c62aa728-1609-49bb-999f-9a6486a577a8,2017-08-13,50015418,11 - Sck/Pers,433.6,11,2017-08-13,2017,3
3b20e238-37c3-4275-812a-d1b36e5f8811,2019-09-22,50015418,1 - Normal,4348.88,1,2019-09-22,2019,3
8e5c76ec-b88e-434c-a6b0-9174de2be0f3,2017-07-30,1155,1 - Normal,2411.54,1,2017-07-30,2017,3
8e5c76ec-b88e-434c-a6b0-9174de2be0f3,2017-07-30,1155,10 - Annual Lve,1607.69,10,2017-07-30,2017,3
8e5c76ec-b88e-434c-a6b0-9174de2be0f3,2017-07-30,1155,A010 - Lve Ldg 17.5%,281.35,A010,2017-07-30,2017,3
133058ed-8ddb-4d1a-bb8c-540afee67a7d,2017-07-30,1155,1 - Normal,365.39,1,2017-07-30,2017,3
9e9c39cc-439f-4cca-9c0a-e2c305cd0de4,2017-07-30,1963,1 - Normal,1733.8,1,2017-07-30,2017,3
9e9c39cc-439f-4cca-9c0a-e2c305cd0de4,2017-07-30,1963,10 - Annual Lve,1733.8,10,2017-07-30,2017,3
9e9c39cc-439f-4cca-9c0a-e2c305cd0de4,2017-07-30,1963,A010 - Lve Ldg 17.5%,303.41,A010,2017-07-30,2017,3
b6f9c330-fa01-473c-b4ed-986d3a285edc,2017-07-30,1963,1 - Normal,51.25,1,2017-07-30,2017,3
f3519ad3-f1a5-43c5-9c8c-54377e8f7bc0,2017-07-30,2355,1 - Normal,3953.52,1,2017-07-30,2017,3
fe79981b-c3eb-488b-bc98-dee4d0f5d74c,2017-07-30,50015418,1 - Normal,3794.03,1,2017-07-30,2017,3
fe79981b-c3eb-488b-bc98-dee4d0f5d74c,2017-07-30,50015418,10 - Annual Lve,325.2,10,2017-07-30,2017,3
fe79981b-c3eb-488b-bc98-dee4d0f5d74c,2017-07-30,50015418,A010 - Lve Ldg 17.5%,56.91,A010,2017-07-30,2017,3
d32c7560-6fed-4c87-b4d6-118925bda95a,2017-07-30,50015418,1 - Normal,80.76,1,2017-07-30,2017,3
6dfe8323-1b0b-4bb8-89ca-ca875b64a9a9,2019-01-13,2355,1 - Normal,3271.2,1,2019-01-13,2019,1
6dfe8323-1b0b-4bb8-89ca-ca875b64a9a9,2019-01-13,2355,10 - Annual Lve,436.16,10,2019-01-13,2019,1
6dfe8323-1b0b-4bb8-89ca-ca875b64a9a9,2019-01-13,2355,13 - Public Hol,436.16,13,2019-01-13,2019,1
6dfe8323-1b0b-4bb8-89ca-ca875b64a9a9,2019-01-13,2355,A010 - Lve Ldg 17.5%,76.33,A010,2019-01-13,2019,1
86b94831-0f1d-41f9-97ba-5d335b1468e7,2019-01-13,50015418,1 - Normal,2555.54,1,2019-01-13,2019,1
86b94831-0f1d-41f9-97ba-5d335b1468e7,2019-01-13,50015418,10 - Annual Lve,1222.21,10,2019-01-13,2019,1
86b94831-0f1d-41f9-97ba-5d335b1468e7,2019-01-13,50015418,13 - Public Hol,444.44,13,2019-01-13,2019,1
86b94831-0f1d-41f9-97ba-5d335b1468e7,2019-01-13,50015418,A010 - Lve Ldg 17.5%,213.89,A010,2019-01-13,2019,1
32264ed3-2dfc-41be-aa1d-588ab51aa86d,2018-06-17,1963,1 - Normal,3467.59,1,2018-06-17,2018,2
32264ed3-2dfc-41be-aa1d-588ab51aa86d,2018-06-17,1963,T988 - Payment in lieu of notice - Redundancy,8668.98,T988,2018-06-17,2018,2
32264ed3-2dfc-41be-aa1d-588ab51aa86d,2018-06-17,1963,A013 - Car B/Tax,1586.53,A013,2018-06-17,2018,2
1ace46a9-4c87-44df-9bda-3d0724e86d4d,2018-06-17,2355,1 - Normal,3707.36,1,2018-06-17,2018,2
1ace46a9-4c87-44df-9bda-3d0724e86d4d,2018-06-17,2355,13 - Public Hol,436.16,13,2018-06-17,2018,2
5719f381-14e4-4f3b-9965-e2b71c3ffcf3,2018-06-17,50015418,1 - Normal,4119.23,1,2018-06-17,2018,2
76b336fa-64bf-445a-a799-3a11d434c437,2017-09-10,1155,1 - Normal,4019.23,1,2017-09-10,2017,3
8cda3cd3-9bc5-42fc-9ca0-b8607df6fc80,2017-09-10,1963,1 - Normal,3467.59,1,2017-09-10,2017,3
4023ec8e-66e8-4b47-8c31-b177d137b20b,2017-09-10,2355,1 - Normal,3537.36,1,2017-09-10,2017,3
4023ec8e-66e8-4b47-8c31-b177d137b20b,2017-09-10,2355,11 - Sck/Pers,416.16,11,2017-09-10,2017,3
71450ab0-b006-4970-8ebd-b399aa42f80f,2017-09-10,50015418,1 - Normal,4119.23,1,2017-09-10,2017,3
40ee503f-74c4-42b4-8255-946a2760ff48,2019-04-07,2355,1 - Normal,4143.52,1,2019-04-07,2019,2
bfaa4603-e0f6-4767-909a-5e88a4757770,2019-04-07,50015418,1 - Normal,4222.2,1,2019-04-07,2019,2
7b390dd9-7109-453d-8c2b-c8c0420a498e,2017-07-16,1155,1 - Normal,3413.46,1,2017-07-16,2017,3
7b390dd9-7109-453d-8c2b-c8c0420a498e,2017-07-16,1155,11 - Sck/Pers,240.38,11,2017-07-16,2017,3
961242ce-bd79-4537-94ea-619880329dd0,2017-07-16,1963,1 - Normal,3074.71,1,2017-07-16,2017,3
961242ce-bd79-4537-94ea-619880329dd0,2017-07-16,1963,11 - Sck/Pers,341.63,11,2017-07-16,2017,3
3de97827-4c8d-47a8-a166-37937b8daea9,2017-07-16,2355,1 - Normal,1976.76,1,2017-07-16,2017,3
3de97827-4c8d-47a8-a166-37937b8daea9,2017-07-16,2355,10 - Annual Lve,1581.41,10,2017-07-16,2017,3
3de97827-4c8d-47a8-a166-37937b8daea9,2017-07-16,2355,A010 - Lve Ldg 17.5%,276.75,A010,2017-07-16,2017,3
796553a0-0548-4357-b668-1871aee3ef9a,2017-07-16,50015418,1 - Normal,4038.47,1,2017-07-16,2017,3
107aa9a0-4c68-4795-bcb8-508a14bb1028,2019-06-16,2355,1 - Normal,4007.22,1,2019-06-16,2019,2
107aa9a0-4c68-4795-bcb8-508a14bb1028,2019-06-16,2355,13 - Public Hol,436.16,13,2019-06-16,2019,2
9492c49c-16ec-4759-9eaa-604c5f05a0b8,2019-06-16,50015418,1 - Normal,4222.2,1,2019-06-16,2019,2
d6f24bd0-0685-4d7f-8537-998789849e94,2017-10-08,1155,1 - Normal,2813.46,1,2017-10-08,2017,4
d6f24bd0-0685-4d7f-8537-998789849e94,2017-10-08,1155,10 - Annual Lve,1205.77,10,2017-10-08,2017,4
d6f24bd0-0685-4d7f-8537-998789849e94,2017-10-08,1155,A010 - Lve Ldg 17.5%,211.01,A010,2017-10-08,2017,4
7e22b71b-ca9f-49e1-9fc7-ec381d7ab9f0,2017-10-08,1963,1 - Normal,3467.59,1,2017-10-08,2017,4
165deb35-4328-40bd-8845-77a06d4752c0,2017-10-08,2355,1 - Normal,3537.36,1,2017-10-08,2017,4
165deb35-4328-40bd-8845-77a06d4752c0,2017-10-08,2355,13 - Public Hol,416.16,13,2017-10-08,2017,4
a90b87ff-52b0-4423-8f93-c739a73fbb9c,2017-10-08,50015418,1 - Normal,4119.23,1,2017-10-08,2017,4
35c96e11-2f0d-4ebd-976c-b122e2587bce,2019-06-28,2355,1 - Normal,4143.52,1,2019-06-28,2019,2
f08413ca-a8c6-4462-8ffa-53440baf4463,2019-06-30,50015418,1 - Normal,3555.53,1,2019-06-30,2019,2
f08413ca-a8c6-4462-8ffa-53440baf4463,2019-06-30,50015418,11 - Sck/Pers,666.66,11,2019-06-30,2019,2
8861b44f-5bec-4e16-bd82-8ce4ec67f28e,2019-01-27,2355,1 - Normal,2071.76,1,2019-01-27,2019,1
8861b44f-5bec-4e16-bd82-8ce4ec67f28e,2019-01-27,2355,31 - Training,2071.76,31,2019-01-27,2019,1
73f9fd2d-299c-497a-a7ca-61a279a3da5e,2019-01-27,50015418,1 - Normal,4222.2,1,2019-01-27,2019,1
10ffc66c-0470-4003-b6b6-daac6cf3f1d3,2018-04-22,1963,1 - Normal,346.76,1,2018-04-22,2018,2
10ffc66c-0470-4003-b6b6-daac6cf3f1d3,2018-04-22,1963,11 - Sck/Pers,3120.83,11,2018-04-22,2018,2
a76db5bb-02b9-46ac-b769-740d8a14dece,2018-04-22,2355,1 - Normal,4143.52,1,2018-04-22,2018,2
064d1009-ed04-4227-b82e-be4bd764d0bf,2018-04-22,50015418,1 - Normal,4119.23,1,2018-04-22,2018,2
